,pmid,aff,country
1190,26033882,"""Department of Drug Design and Pharmacology, Faculty of Health and Medical Sciences, University of Copenhagen, Copenhagen, Denmark.""",Denmark
1191,27551282,"""Department of Immunology, The Fourth Military Medical University , Xi&#x27;an , China.""",China
1192,27551282,"""Institute of Orthopaedics of Xijing Hospital, The Fourth Military Medical University , Xi&#x27;an , China.""",China
1193,27551282,"""Department of Microbiology, The Fourth Military Medical University , Xi&#x27;an , China.""",China
1194,27072810,"""Department of Respiratory and Critical Care Medicine, Nanfang Hospital, Southern Medical University, Guangzhou, China.""",China
1195,27072810,"""Institute of Molecular Immunology, School of Biotechnology, Southern Medical University, Guangzhou, China.""",China
1196,27072810,"""Department of Severe Tuberculosis Medicine, Guangzhou Chest Hospital, Guangzhou, China.""",China
1197,27511729,"""Department of Oncology, University Hospital of Lausanne, 1011 Lausanne, Switzerland; Ludwig Center for Cancer Research of the University of Lausanne, 1066 Epalinges, Switzerland; and.""",Switzerland
1198,27511729,"""Ludwig Center for Cancer Research of the University of Lausanne, 1066 Epalinges, Switzerland; and Swiss Institute of Bioinformatics, 1015 Lausanne, Switzerland david.gfeller@unil.ch.""",Switzerland
1199,27543614,"""Klinische Forschergruppe Tumorimmunologie, Klinik f\xc3\xbcr Dermatologie, Venerologie and Allergologie, Charit\xc3\xa9-Universit\xc3\xa4tsmedizin Berlin, 10098 Berlin, Germany; and Humboldt Universit\xc3\xa4t zu Berlin, Institut f\xc3\xbcr Biologie, Lebenswissenschaftliche Fakult\xc3\xa4t, 10115 Berlin, Germany.""",Germany
1200,27543614,"""Klinische Forschergruppe Tumorimmunologie, Klinik f\xc3\xbcr Dermatologie, Venerologie and Allergologie, Charit\xc3\xa9-Universit\xc3\xa4tsmedizin Berlin, 10098 Berlin, Germany; and peter.walden@charite.de.""",Germany
1201,27543614,"""Klinische Forschergruppe Tumorimmunologie, Klinik f\xc3\xbcr Dermatologie, Venerologie and Allergologie, Charit\xc3\xa9-Universit\xc3\xa4tsmedizin Berlin, 10098 Berlin, Germany; and.""",Germany
1202,27622074,"""Institute for Cell Biology, Department of Immunology, University of T\xc3\xbcbingen, T\xc3\xbcbingen, Germany; German Cancer Consortium (DKTK), DKFZ Partner Site, T\xc3\xbcbingen, Germany.""",Germany
1203,27622074,"""Institute for Cell Biology, Department of Immunology, University of T\xc3\xbcbingen , T\xc3\xbcbingen, Germany.""",Germany
1204,27622074,"""Department of Hematology and Oncology, University of T\xc3\xbcbingen , T\xc3\xbcbingen, Germany.""",Germany
1205,27622074,"""Department of Urology, University of T\xc3\xbcbingen , T\xc3\xbcbingen, Germany.""",Germany
1206,27638468,"""School of Life Sciences, University of Science and Technology of China, Hefei, 230027, China.""",China
1207,27638468,"""Biomarin Pharmaceutical, 790 Lincoln Ave, San Rafael, CA, 94901, USA.""",United States
1208,27638468,"""Howard Hughes Medical Institute, Chevy Chase, MD, 20815, USA. bwalker@mgh.harvard.edu.""",United States
1209,27638468,"""Department of Medical Oncology and Cancer Biology, Dana-Farber Cancer Institute, Harvard Medical School, Boston, MA, 02215, USA. jwang@crystal.harvard.edu.""",United States
1210,27638468,"""Department of Pediatrics and Department of Biological Chemistry and Molecular Pharmacology, Harvard Medical School, Boston, MA, 02115, USA. jwang@crystal.harvard.edu.""",United States
1211,27638468,"""Ragon Institute of Massachusetts General Hospital, Massachusetts Institute of Technology, Harvard University, Boston, MA, 02139, USA.""",United States
1212,27638468,"""School of Life Sciences, University of Science and Technology of China, Hefei, 230027, China. jwang@crystal.harvard.edu.""",China
1213,27638468,"""Department of Medical Oncology and Cancer Biology, Dana-Farber Cancer Institute, Harvard Medical School, Boston, MA, 02215, USA.""",United States
1214,27638468,"""Ragon Institute of Massachusetts General Hospital, Massachusetts Institute of Technology, Harvard University, Boston, MA, 02139, USA. bwalker@mgh.harvard.edu.""",United States
1215,27110896,"""Centro de Biolog\xc3\xada Molecular Severo Ochoa (Consejo Superior de Investigaciones Cient\xc3\xadficas and Universidad Aut\xc3\xb3noma), Madrid, Spain. aldecastro@cbm.csic.es.""",Spain
1216,27110896,"""Technion-Israel Institute of Technology, Haifa, Israel.""",Israel
1217,27110896,"""Centro de Biolog\xc3\xada Molecular Severo Ochoa (Consejo Superior de Investigaciones Cient\xc3\xadficas and Universidad Aut\xc3\xb3noma), Madrid, Spain.""",Spain
1218,26921345,"""Department of Surgery, University of Chicago, Chicago, Illinois, USA;""",United States
1219,26921345,"""Department of Surgery, University of Chicago, Chicago, Illinois, USA; Department of Surgery, Yale University School of Medicine, New Haven, Connecticut, USA;""",United States
1220,26921345,"""Division of Gastroenterology and Hepatology, Hepatitis C Center, and Department of Medicine, University of Colorado Health Sciences Center, Aurora, Colorado, USA; and.""",United States
1221,26921345,"""Department of Chemistry and Biochemistry and the Harper Cancer Research Institute, University of Notre Dame, Notre Dame, Indiana, USA;""",United States
1222,26921345,"""Department of Surgery, University of Chicago, Chicago, Illinois, USA; Department of Biology, Northeastern Illinois University, Chicago, Illinois, USA;""",United States
1223,26921345,"""Department of Surgery, Cardinal Bernardin Cancer Center, Loyola University Chicago, Maywood, Illinois, USA;""",United States
1224,26921345,"""Department of Public Health Sciences, Medical University of South Carolina, Charleston, South Carolina, USA Hollings Cancer Center, Medical University of South Carolina, Charleston, South Carolina, USA.""",United States
1225,26921345,"""Department of Surgery, Cardinal Bernardin Cancer Center, Loyola University Chicago, Maywood, Illinois, USA; Department of Surgery, University of Chicago, Chicago, Illinois, USA;""",United States
1226,26921345,"""Department of Surgery, Cardinal Bernardin Cancer Center, Loyola University Chicago, Maywood, Illinois, USA; tspear@luc.edu.""",United States
1227,26921345,"""Department of Microbiology and Immunology, Loyola University Chicago, Maywood, Illinois, USA;""",United States
1228,26921345,"""Flow Cytometry Core Facility, Cardinal Bernardin Cancer Center, Loyola University Chicago, Maywood, Illinois, USA;""",United States
1229,27699241,"""Department of Pathology, The University of Chicago, Chicago, Illinois, USA.""",United States
1230,27699241,"""Strathclyde Institute of Pharmacy and Biomedical Sciences, University of Strathclyde, Glasgow, United Kingdom.""",United Kingdom
1231,27699241,"""Department of Research and Development, Inovio Pharmaceuticals, Blue Bell, Pennsylvania, USA.""",United States
1232,27699241,"""Department of Microbiology, Immunology and Molecular Genetics, University of Kentucky College of Medicine, Lexington, Kentucky, USA.""",United States
1233,27699241,"""Division of Vaccine Discovery, La Jolla Institute for Allergy and Immunology, La Jolla, California.""",United States
1234,27699241,"""Department of Opthalmology and Visual Science; and Department of Pediatrics, Infectious Diseases Division (RM), The University of Chicago, Chicago, Illinois, USA.""",United States
1235,27699241,"""Pathology and Clinical Laboratory Medicine, Department of Immunology, King Fahad Medical City, Riyadh, Saudi Arabia.""",Saudi Arabia
1236,27699241,"""Infectious Disease Research Institute, Seattle, Washington, USA.""",United States
1237,27699241,"""PaxVax Inc., San Diego, California, USA.""",United States
1238,27699241,"""United States Department of Agriculture, Agricultural Research Service, Beltsville Agricultural Research Center, Animal Parasitic Diseases Laboratory, Beltsville, Maryland, USA.""",United States
1239,27717382,"""St. Anna Kinderkrebsforschung e.V., Children&#x27;s Cancer Research Institute, Vienna, Austria.""",Austria
1240,27717382,"""Institute for Transfusion Medicine, Hannover Medical School, Carl-Neuberg-Strasse 1, 30625, Hannover, Germany. eiz-vesper.britta@mh-hannover.de.""",Germany
1241,27717382,"""Department of Paediatric Haematology and Oncology, Hannover Medical School, Carl-Neuberg-Strasse 1, 30625, Hannover, Germany.""",Germany
1242,27717382,"""Integrated Research and Treatment Center (IFB-Tx), Hannover Medical School, Carl-Neuberg-Strasse 1, 30625, Hannover, Germany.""",Germany
1243,27717382,"""Integrated Research and Treatment Center (IFB-Tx), Hannover Medical School, Carl-Neuberg-Strasse 1, 30625, Hannover, Germany. eiz-vesper.britta@mh-hannover.de.""",Germany
1244,27717382,"""Institute for Transfusion Medicine, Hannover Medical School, Carl-Neuberg-Strasse 1, 30625, Hannover, Germany.""",Germany
1245,27717382,"""Institute for Virology, Hannover Medical School, Carl-Neuberg-Strasse 1, 30625, Hannover, Germany.""",Germany
1246,27645996,"""the Faculty of Health Sciences, University of Bristol, Bristol BS8 1TD, United Kingdom.""",United Kingdom
1247,27645996,"""From the Department of Microbiology and Immunology, University of Melbourne at the Peter Doherty Institute for Infection and Immunity, Parkville, Victoria 3010, Australia,. Electronic address: kkedz@unimelb.edu.au.""",Australia
1248,27645996,"""the Infection and Immunity Program and Department of Biochemistry and Molecular Biology, Biomedicine Discovery Institute, and; the Australian Research Council Centre of Excellence for Advanced Molecular Imaging, Monash University, Clayton, Victoria 3800, Australia,. Electronic address: Stephanie.Gras@monash.edu.""",Australia
1249,27645996,"""the Infection and Immunity Program and Department of Biochemistry and Molecular Biology, Biomedicine Discovery Institute, and; the Australian Research Council Centre of Excellence for Advanced Molecular Imaging, Monash University, Clayton, Victoria 3800, Australia,; the Institute of Infection and Immunity, Cardiff University School of Medicine, Heath Park, Cardiff CF14 4XN, United Kingdom.""",Australia
1250,27645996,"""the Center for Research Excellence in Injecting Drug Use, Burnet Institute, Melbourne, Victoria 3004, Australia, and.""",Australia
1251,27645996,"""the Infection and Immunity Program and Department of Biochemistry and Molecular Biology, Biomedicine Discovery Institute, and; the Australian Research Council Centre of Excellence for Advanced Molecular Imaging, Monash University, Clayton, Victoria 3800, Australia.""",Australia
1252,27645996,"""From the Department of Microbiology and Immunology, University of Melbourne at the Peter Doherty Institute for Infection and Immunity, Parkville, Victoria 3010, Australia.""",Australia
1253,27600516,"""Philochem AG, Libernstrasse 3, 8112, Otelfingen, Switzerland. tim.fugmann@philochem.ch.""",Switzerland
1254,27600516,"""Institute of Pharmaceutical Sciences, ETH Zurich, 8093, Zurich, Switzerland. neri@pharma.ethz.ch.""",Switzerland
1255,27600516,"""Institute of Pharmaceutical Sciences, ETH Zurich, 8093, Zurich, Switzerland.""",Switzerland
1256,27600516,"""Philochem AG, Libernstrasse 3, 8112, Otelfingen, Switzerland.""",Switzerland
1257,10380706,"""Eberhard-Karls-Universit\xc3\xa4t T\xc3\xbcbingen, Abteilung Immunologie, Germany.""",Germany
1258,27333291,"""Division of Cell Biology, Netherlands Cancer Institute, Amsterdam, the Netherlands.""",Netherlands
1259,27333291,"""Centre for Infectious Disease Control (Cib), National Institute for Public Health and the Environment, Bilthoven, the Netherlands.""",Netherlands
1260,27333291,"""Institute for Chemical Immunology (ICI), Utrecht, the Netherlands.""",Netherlands
1261,27821860,"""Department of Dermatology, Xijing Hospital, Fourth Military Medical University, 127 Changle West Road, Xi&#x27;an, shaanxi, 710032, China.""",China
1262,27746192,"""Department of Veterinary Medicine, National Taiwan University, Taiwan.""",Taiwan
1263,27746192,"""Division of Vaccine Discovery, La Jolla Institute for Allergy and Immunology, La Jolla, CA, United States.""",United States
1264,27746192,"""Division of Inflammation Biology, La Jolla Institute for Allergy and Immunology, La Jolla, CA, United States. Electronic address: sujan@lji.org.""",United States
1265,27746192,"""Division of Inflammation Biology, La Jolla Institute for Allergy and Immunology, La Jolla, CA, United States.""",United States
1266,27903649,"""the Faculty of Health Sciences, University of Bristol, Bristol BS8 1TD, United Kingdom.""",United Kingdom
1267,27903649,"""the Mathematics Institute, University of Warwick, Coventry CV4 7AL, United Kingdom.""",United Kingdom
1268,27903649,"""the Queensland Institute of Medical Research Berghofer Medical Research Institute, Brisbane, Queensland 4029, Australia.""",Australia
1269,27903649,"""From the Division of Infection and Immunity and Systems Immunity Research Institute, Cardiff University School of Medicine, Heath Park, Cardiff CF14 4XN, United Kingdom, coledk@cf.ac.uk.""",United Kingdom
1270,27903649,"""From the Division of Infection and Immunity and Systems Immunity Research Institute, Cardiff University School of Medicine, Heath Park, Cardiff CF14 4XN, United Kingdom.""",United Kingdom
1271,27903649,"""James Cook University, Cairns, Queensland 4870, Australia, and.""",Australia
1272,27903649,"""From the Division of Infection and Immunity and Systems Immunity Research Institute, Cardiff University School of Medicine, Heath Park, Cardiff CF14 4XN, United Kingdom, sewellak@cf.ac.uk.""",United Kingdom
1273,27903649,"""the Cardiff University School of Dentistry, Heath Park, Cardiff CF14 4XY, United Kingdom.""",United Kingdom
1274,27738054,"""University of Chinese Academy of Sciences, Beijing.""",
1275,27738054,"""CAS Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology.""",
1276,27738054,"""Research Network of Immunity and Health, Beijing Institutes of Life Science, Chinese Academy of Sciences.""",
1277,27738054,"""College of Laboratory Medicine and Life Sciences, Wenzhou Medical University, Wenzhou.""",China
1278,27738054,"""Division of Infectious Disease, Key Laboratory of Surveillance and Early Warning on Infectious Disease, Chinese Center for Disease Control and Prevention.""",
