,type,affiliation
762,university,"""D\xc3\xa9partement d&#x27;Immunologie, Inserm U567,CNRS UMR 8104, Universit\xc3\xa9 Paris V Ren\xc3\xa9 Descartes, IFR Alfred Jost, Institut Cochin, 27 rue du Faubourg Saint Jacques 75014 Paris, France."""
763,university,"""Laboratory for Immunopathology, Department of Clinical Immunology and Allergy, First Moscow State Medical University Sechenov, Moscow, Russia."""
764,university,"""Department of Biochemistry and Molecular Biology, University of Ferrara, Italy."""
765,institute,"""Australian Centre for Vaccine Development and Tumour Immunology Laboratory, Division of Immunology, Queensland Institute of Medical Research, Brisbane, Australia."""
766,university,"""Department of Microbiology and Immunology, The University of Melbourne, at the Peter Doherty Institute for Infection and Immunity, Victoria, 3010, Australia."""
767,private,"""New Opportunities Unit, Pfizer Global Research and Development, Sandwich, Kent, CT13 -9NJ, UK. tansi.khodai@googlemail.com."""
768,institute,"""Berlin Institute of Health, 10117 Berlin, Germany."""
769,university,"""Wellcome Trust Centre for Human Genetics, University of Oxford, Oxford OX3 7BN, UK."""
770,university,"""Department of Biomedical Research, National Jewish Health, Denver, CO, 80206, USA."""
771,university,"""Department of Microbiology and Immunology, Peter Doherty Institute for Infection and Immunity, The University of Melbourne, Melbourne, VIC 3010, Australia; jamie.rossjohn@monash.edu julian.vivian@monash.edu agbrooks@unimelb.edu.au."""
772,institute,"""MaRS Centre, Canadian Institute for Advanced Research (CIFAR) Azrieli Global Scholar, Toronto, Ontario, Canada."""
773,institute,"""La Jolla Institute for Allergy and Immunology, La Jolla, CA, 92130, USA. jsidney@lji.org."""
774,institute,"""Translational Immunogenomics Laboratory, Dana-Farber Cancer Institute, Boston, MA, USA."""
775,university,"""Indigenous Research Network, Griffith University, Brisbane, QLD 4111 Australia;"""
776,university,"""Target Discovery Institute Mass Spectrometry Laboratory, University of Oxford, Oxford, United Kingdom."""
777,university,"""Division of Immunopathology, Department of Pathophysiology and Allergy Research, Center for Pathophysiology, Infectiology and Immunology, Medical University of Vienna, 1090 Vienna, Austria;"""
778,university,"""Department of Immunology, Eberhard-Karls-University, Tuebingen, Germany."""
779,university,"""Department of Biochemistry and Molecular Biology and Infection and Immunity Program, Monash Biomedicine Discovery Institute, Monash University, Clayton, Victoria, Australia. Electronic address: anthony.purcell@monash.edu."""
780,university,"""Department of Life Sciences and Chemistry, Jacobs University, Bremen, Germany."""
781,institute,"""Targeted Tumor Vaccines Group, Clinical Cooperation Unit Applied Tumor Immunity, German Cancer Research Center (DKFZ), Im Neuenheimer Feld 280, 69120 Heidelberg, Germany. Electronic address: a.cid@dkfz-heidelberg.de."""
782,university,"""Department of Medicine, Unviersity of Pittsburgh School of Medicine, University of Pittsburgh Cancer Institute, PA, USA."""
783,university,"""Department of Biostatistics and Bioinformatics, H. Lee Moffitt Cancer Center and Research Institute, Tampa, FL, USA."""
784,university,"""Institute of Immunology, Third Military Medical University , District Shapingba, Chongqing, People&#x27;s Republic of China. weijing06@yahoo.com.cn"""
785,university,"""Department of Biogenesis and Biotechnology, Institute of Microbiology, Academy of Sciences of the Czech Republic, V\xc3\xaddensk\xc3\xa1 1083, 14220 Prague 4, Czech Republic."""
786,institute,"""Immunotherapy &amp; Immunoprevention, German Cancer Research Center (DKFZ), Heidelberg, Germany."""
787,university,"""Centro de Biolog\xc3\xada Molecular Severo Ochoa, Consejo Superior de Investigaciones Cient\xc3\xadficas, Universidad Aut\xc3\xb3noma de Madrid, Cantoblanco, Spain."""
788,private,"""Pfizer Inc., Vaccine Research West, 10777 Science Center Drive, San Diego, CA 92121, USA. maya.kotturi@pfizer.com"""
789,institute,"""Unidad de Procesamiento Antig\xc3\xa9nico, Centro Nacional de Microbiolog\xc3\xada, Instituto de Salud Carlos III, Majadahonda, Madrid, Spain."""
790,university,"""Division of Geographic Medicine, Case Western Reserve University School of Medicine, Cleveland, OH 44106-4983, USA."""
791,university,"""The Zeeman Institute, University of Warwick, Coventry, United Kingdom; and."""
792,university,"""Institute for Virology, Hannover Medical School, Carl-Neuberg-Strasse 1, 30625, Hannover, Germany."""
793,university,"""College of Laboratory Medicine and Life Sciences, Wenzhou Medical University, Wenzhou."""
794,university,"""Department of Chemistry &amp; Biochemistry, University of North Carolina at Greensboro, Greensboro, North Carolina 27412, United States."""
795,university,"""Department of Biochemistry and Molecular Biology, School of Biomedical Sciences and Australian Research Council Centre of Excellence in Advanced Molecular Imaging, Monash University, Clayton, Victoria 3800, Australia."""
796,hospital,"""Institute of Pathology, University Hospital of T\xc3\xbcbingen, 72076 T\xc3\xbcbingen, Germany; annette.staebler@med.uni-tuebingen.de."""
797,university,"""Laboratorio de Parasitolog\xc3\xada Molecular, Pontificia Universidad Javeriana, Carrera 7 No. 43-82, Bogot\xc3\xa1 D.C., Colombia. Electronic address: cpuerta@javeriana.edu.co."""
798,hospital,"""Department of General, Visceral and Transplant Surgery, University Hospital T\xc3\xbcbingen, Hoppe-Seyler-Str. 3, D-72076, T\xc3\xbcbingen, Germany."""
799,university,"""Immunology Section, Liver Diseases Branch, National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health, US Department of Health and Human Services, Bethesda, Maryland."""
800,university,"""Department of Microbiology and Immunology, University of Illinois, Chicago, Illinois 60612."""
801,private,"""Cancer Vaccine Center and."""
802,institute,"""Centre for Infectious Disease Control, National Institute for Public Health and the Environment (RIVM), Bilthoven, The Netherlands."""
803,university,"""Center for AIDS Research, Kumamoto University, Kumamoto 860-0811, Japan, International Research Center for Medical Sciences (IRCMS), Kumamoto University, Kumamoto 860-0811, Japan."""
804,university,"""Indigenous Engagement, CQUniversity, Townsville, Australia."""
805,private,"""From the \xe2\x80\xa1Centro de Biolog\xc3\xada Molecular Severo Ochoa (CSIC-UAM), 28049 Madrid, Spain; aldecastro@cbm.csic.es."""
806,university,"""Department of Microbiology and Immunology, University of Melbourne, at the Peter Doherty Institute for Infection and Immunity, Melbourne, Victoria, Australia. Electronic address: kkedz@unimelb.edu.au."""
807,university,"""Rheumatology Unit, Department of Medical Sciences and Public Health, University and AOU of Cagliari, Monserrato, 09042 Cagliari, Italy. amath@unica.it."""
808,university,"""Department of Medicine, Yale University School of Medicine, New Haven, CT, United States."""
809,university,"""The Parker Institute for Cancer Immunotherapy, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA 19104."""
810,university,"""Laboratory of Chemical Ecology, Division of Applied Life Sciences, Graduate School of Agriculture, Kyoto University, Kitashirakawa-Oiwake-cho, Sakyo-ku, Kyoto 606-8502, Japan."""
811,university,"""Department of Molecular Microbiology and Immunology, Saint Louis University School of Medicine, St. Louis, MO, USA."""
812,university,"""Jenner Institute, University of Oxford, Oxford, UK."""
813,institute,"""Division of Immunology, The Netherlands Cancer Institute, Plesmanlaan 121, 1066 CX, Amsterdam, The Netherlands."""
814,private,"""Immunotope Inc, Pennsylvania Biotechnology Center, Doylestown, PA 18902, USA."""
815,institute,"""Broad Institute of MIT and Harvard, Cambridge, Massachusetts, USA."""
816,university,"""Department of Microbiology and Immunology, Peter Doherty Institute for Infection and Immunity, The University of Melbourne, Parkville, Victoria 3010, Australia jamie.rossjohn@monash.edu agbrooks@unimelb.edu.au julian.vivian@monash.edu."""
817,private,"""Ludwig Center, Johns Hopkins Kimmel Cancer Center, Baltimore, Maryland. bertvog@gmail.com wangqingok@gmail.com sbzhou@jhmi.edu."""
818,institute,"""Translational Oncogenomics Lab, Centre for Evolution and Cancer, The Institute of Cancer Research, 237 Fulham Road, London, SW3 6JB, UK. marco.gerlinger@icr.ac.uk."""
819,institute,"""Malaria Program, Naval Medical Research Institute, Bethesda, Maryland 20889-5670, USA."""
820,hospital,"""K. G. Jebsen Centers for Cancer Immunotherapy and for Inflammation Research, Institute for Clinical Medicine, University of Oslo, Oslo, Norway. Department of Immunology and Transfusion Medicine, Oslo University Hospital Rikshospitalet, Oslo, Norway."""
821,institute,"""Institute of Pharmaceutical Sciences, ETH Zurich, 8093, Zurich, Switzerland. neri@pharma.ethz.ch."""
822,university,"""the Australian Research Council Centre of Excellence in Advanced Molecular Imaging, Monash University, Clayton 3800, Victoria, Australia, and."""
823,university,"""School of Biosciences, University of Birmingham, Edgbaston, Birmingham B15 2TT, England, UK."""
824,private,"""Epimmune Incorporated, San Diego, CA 92121, USA."""
825,university,"""Department of Medical Microbiology, University of Mainz, Mainz, Germany."""
826,university,"""Melbourne Sexual Health Centre, Central Clinical School, Monash University, Melbourne, Australia."""
827,university,"""Infection and Immunity Program and Department of Biochemistry and Molecular Biology, Biomedicine Discovery Institute, and."""
828,university,"""Institute of Basic Medical Sciences, Chinese Academy of Medical Sciences, School of Basic Medicine, Peking Union Medical College, Beijing, PR China."""
829,institute,"""Center for Molecular Immunology and Center for Molecular Virology, Institute of Microbiology, Chinese Academy of Sciences (CAS), Beijing, The People&#x27;s Republic of China."""
830,hospital,"""Department of Immunobiology, GKT School of Medicine, 2nd Floor, New Guy&#x27;s House, Guy&#x27;s Hospital, London SE1 9RT, United Kingdom."""
831,private,"""Laboratory of Molecular Biophysics, Oxford, United Kingdom. SCOTT@BIOP.OX.AC.UK"""
832,hospital,"""Department of Clinical Pharmacology, University Hospital T\xc3\xbcbingen, Auf der Morgenstelle 8, D-72076, T\xc3\xbcbingen, Germany. Markus.Loeffler@uni-tuebingen.de."""
833,university,"""Centro de Biologia Molecular Severo Ochoa (C.S.I.C.-U.A.M.), Universidad Aut\xc3\xb3noma de Madrid, Facultad de Ciencias, Spain."""
834,university,"""Institute for Virology and Immunobiology, Julius-Maximilians-Universit\xc3\xa4t W\xc3\xbcrzburg, W\xc3\xbcrzburg, Germany. Florian.Erhard@uni-wuerzburg.de Andreas.Schlosser@uni-wuerzburg.de."""
835,university,"""Department of Chemistry, University of Virginia , Charlottesville, VA , USA."""
836,institute,"""Division of Immune Regulation, La Jolla Institute for Allergy and Immunology, La Jolla, CA, United States."""
837,university,"""Department of Biomedical Research, National Jewish Health, Denver, USA."""
838,university,"""Australian Research Council Centre of Excellence for Advanced Molecular Imaging, Monash University, Clayton, Victoria, Australia; and."""
839,hospital,"""Department of Structural Biology, St Jude Children&#x27;s Research Hospital, Memphis, Tennessee, 38105, USA."""
840,hospital,"""University Hospital T\xc3\xbcbingen, Department of General, Visceral and Transplant Surgery, Hoppe-Seyler-Str. 3, 72076 T\xc3\xbcbingen, Germany."""
841,hospital,"""Unidad Regional de Medicina Tropical, Hospital Virgen de la Arrixaca, Carretera Madrid-Cartagena s/n, El Palmar, 30120, Murcia, Spain."""
842,university,"""Department of Surgery, Sapporo Medical University, Sapporo, Japan."""
843,hospital,"""GI Cancer Unit, The Royal Marsden Hospital, Fulham Road, London, SW3 6JJ, UK. marco.gerlinger@icr.ac.uk."""
844,university,"""Universit\xc3\xa9 Libre de Bruxelles Center for Diabetes Research and Welbio, Medical Faculty, Universit\xc3\xa9 Libre de Bruxelles, Brussels, Belgium."""
845,university,"""Department of Microbiology, National University of Singapore, Singapore Singapore Immunology Network, A*STAR, Singapore grotenbreg@nus.edu.sg ren_ee_chee@immunol.a-star.edu.sg."""
846,university,"""Department of Chemistry and Biochemistry and Harper Cancer Research Institute, University of Notre Dame, Notre Dame, Indiana 46556, United States."""
847,institute,"""Unidad de Presentaci\xc3\xb3n y Regulaci\xc3\xb3n Inmunes, Centro Nacional de Microbiolog\xc3\xada, Instituto de Salud Carlos III, Majadahonda (Madrid), Spain."""
